(-6.40356, 2.48307, -0.5)
(-7.40356, 2.48307, -0.5)
(-6.40356, 2.48307, 0)
(-7.40356, 2.48307, 0)
(-6.40356, 2.48307, 0.5)
(-7.40356, 2.48307, 0.5)
(-6.40356, 2.98307, -0.5)
(-7.40356, 2.98307, -0.5)
(-6.40356, 2.98307, 0)
(-7.40356, 2.98307, 0)
(-6.40356, 2.98307, 0.5)
(-7.40356, 2.98307, 0.5)
(-6.40356, 3.48307, -0.5)
(-7.40356, 3.48307, -0.5)
(-6.40356, 3.48307, 0)
(-7.40356, 3.48307, 0)
(-6.40356, 3.48307, 0.5)
(-7.40356, 3.48307, 0.5)
(-7.40356, 3.48307, -0.5)
(-7.40356, 2.48307, -0.5)
(-6.90356, 3.48307, -0.5)
(-6.90356, 2.48307, -0.5)
(-6.40356, 3.48307, -0.5)
(-6.40356, 2.48307, -0.5)
(-7.40356, 3.48307, 0)
(-7.40356, 2.48307, 0)
(-6.90356, 3.48307, 0)
(-6.90356, 2.48307, 0)
(-6.40356, 3.48307, 0)
(-6.40356, 2.48307, 0)
(-7.40356, 3.48307, 0.5)
(-7.40356, 2.48307, 0.5)
(-6.90356, 3.48307, 0.5)
(-6.90356, 2.48307, 0.5)
(-6.40356, 3.48307, 0.5)
(-6.40356, 2.48307, 0.5)
(-7.40356, 2.48307, 0.5)
(-7.40356, 2.48307, -0.5)
(-7.40356, 2.98307, 0.5)
(-7.40356, 2.98307, -0.5)
(-7.40356, 3.48307, 0.5)
(-7.40356, 3.48307, -0.5)
(-6.90356, 2.48307, 0.5)
(-6.90356, 2.48307, -0.5)
(-6.90356, 2.98307, 0.5)
(-6.90356, 2.98307, -0.5)
(-6.90356, 3.48307, 0.5)
(-6.90356, 3.48307, -0.5)
(-6.40356, 2.48307, 0.5)
(-6.40356, 2.48307, -0.5)
(-6.40356, 2.98307, 0.5)
(-6.40356, 2.98307, -0.5)
(-6.40356, 3.48307, 0.5)
(-6.40356, 3.48307, -0.5)
