(12.2059, 7.29, -1.86483)
(6.78763, 1.12801, -1.73147)
(13.2432, 0.789251, -1.58284)
(11.7533, 4.33245, -2.26035)
(7.41203, 1.03279, -2.06015)
(6.90695, 4.25859, 2.14072)
(10.6458, 5.09938, -4.79003)
(14.3745, 0.967174, 3.85311)
(12.4854, 1.1805, 4.57884)
(16.1937, 7.44229, 3.50429)
(11.6852, 2.97865, -0.580004)
(15.6807, 2.80012, -1.5746)
(6.57979, 1.37734, -1.20716)
(12.4, 2.49401, -3.30775)
(9.02036, 4.47222, 1.84591)
(15.4775, -1.19293, 4.34996)
(6.56148, -0.599342, -2.87225)
(11.254, 1.13014, 4.85565)
(13.314, 2.25475, -4.52727)
(6.77786, -0.955492, -0.833613)
(11.6782, 6.896, 1.47938)
(11.5775, -1.633, 3.50368)
(11.3508, 1.02607, -3.95901)
(7.84387, 7.28023, 0.922422)
(14.7362, -0.401276, -2.8283)
(14.7932, 2.74274, 3.60164)
(15.5043, 2.85963, 4.74731)
(7.83533, 2.78394, -3.45058)
(15.717, 0.237171, 3.01202)
(8.51986, 4.28667, 1.40217)
(12.9887, 3.19838, -0.992615)
(8.26838, 4.71607, 2.44896)
(8.77225, 1.29036, 1.75039)
(8.93338, 6.18614, -2.79656)
(8.33278, 7.18135, 2.22831)
(7.45385, 7.55093, 1.96921)
(8.53817, -0.195582, 4.39329)
(11.5857, 1.07582, 0.222937)
(7.51458, 0.989757, -1.48427)
(10.1178, 0.973277, -0.530564)
(6.69912, 1.44326, -3.20368)
(15.3688, 7.90128, 1.76717)
(7.19413, 7.9022, 3.26746)
(9.3817, 2.68506, -4.35179)
(14.7472, 5.96488, 1.98447)
(9.31029, 0.27715, 3.89462)
(7.48009, 3.73886, -4.42473)
(13.2942, 7.55856, 3.83328)
(13.8667, 1.31295, -3.37245)
(6.88803, 2.29503, -4.24833)
(11.67, 1.39626, 3.38923)
(13.1016, 1.57571, 1.91244)
(7.88873, -1.49079, -4.87976)
(7.55425, 2.70581, 4.77386)
(11.3999, -0.856612, -2.63604)
(15.4442, 3.99125, -0.401471)
(10.2487, 4.53051, -0.310831)
(10.1492, 3.41903, 4.93377)
(10.643, 2.37988, 4.34416)
(15.6655, 6.15257, -4.28617)
(10.8811, 5.36611, -0.0212103)
(7.90247, 3.25667, -0.767083)
(6.99302, 3.53683, -3.5931)
(14.4215, 0.421808, -4.82025)
(14.0004, 6.43609, 0.545213)
(9.70092, 2.89838, -1.38478)
(13.668, -0.191309, -3.58516)
(14.7804, 7.62936, 0.404218)
(12.692, 2.55993, -0.303507)
(7.31224, 1.95628, 4.49492)
(10.6775, 3.40865, -3.99289)
(11.9962, 6.50018, -3.25312)
(11.2613, 4.66602, -1.87887)
(13.2576, 4.11394, -2.91406)
(8.58578, 4.02574, -3.03003)
(13.1459, 3.49441, -3.24152)
(11.2708, 5.42349, 0.736564)
(9.0112, 1.27053, -3.28089)
(13.3103, -1.81978, 1.92496)
(8.81772, 6.49041, 2.87317)
(12.2099, 0.989757, 0.197607)
(8.22261, 2.6286, 0.33433)
(15.3926, 5.16042, -4.73113)
(14.0382, 0.75568, 3.24793)
(12.7268, 1.05812, -4.49461)
(14.6464, -0.343901, 0.337992)
(12.1802, 4.22716, 0.307779)
(10.6235, 0.640015, 0.43321)
(13.3686, 4.39379, 4.14945)
(9.46166, 2.87, -1.99179)
(6.35548, 2.77753, 3.5168)
(8.14662, 5.42959, -2.43644)
(6.75924, 2.04509, 1.2212)
(7.68182, 1.36819, -1.35762)
(9.25016, 0.152024, 1.86941)
(15.7018, 2.79645, 1.75344)
(16.1589, 5.41891, 3.9407)
(8.32545, 1.05842, 0.626087)
(12.3814, 6.77454, 4.16868)
(11.6602, -1.71479, -0.609607)
